plat,plon,dlat,dlon,time,minute
22.324,114.246,22.313,114.195,18:06:23,6
22.31,114.252,22.324,114.258,18:06:23,6
22.321,114.269,22.335,114.278,18:06:24,6
22.287,114.236,22.286,114.222,18:06:24,6
22.305,114.214,22.284,114.216,18:06:24,6
22.288,114.164,22.288,114.156,18:06:25,6
22.302,114.257,22.315,114.263,18:06:25,6
22.337,114.21,22.352,114.203,18:06:25,6
22.284,114.145,22.288,114.131,18:06:25,6
22.387,113.974,22.371,113.936,18:06:25,6
22.321,114.237,22.324,114.231,18:06:25,6
22.3,114.165,22.326,114.164,18:06:26,6
22.434,114.035,22.441,114.033,18:06:26,6
22.311,114.252,22.306,114.256,18:06:26,6
22.492,114.109,22.493,114.114,18:06:26,6
22.284,114.153,22.28,114.188,18:06:26,6
22.282,114.177,22.287,114.149,18:06:26,6
22.361,114.18,22.327,114.145,18:06:26,6
22.383,114.18,22.362,114.122,18:06:27,6
22.333,114.159,22.354,114.146,18:06:27,6
22.438,114.228,22.432,114.225,18:06:28,6
22.43,114.025,22.434,114.035,18:06:28,6
22.283,114.191,22.287,114.201,18:06:28,6
22.282,114.149,22.291,114.108,18:06:28,6
22.321,114.194,22.315,114.169,18:06:28,6
22.277,114.198,22.284,114.194,18:06:28,6
22.285,114.222,22.28,114.226,18:06:29,6
22.375,114.122,22.373,114.126,18:06:29,6
22.312,114.194,22.308,114.193,18:06:29,6
22.281,114.147,22.283,114.151,18:06:29,6
22.361,114.185,22.381,114.195,18:06:29,6
22.351,114.171,22.367,114.153,18:06:29,6
22.42,114.175,22.329,114.18,18:06:29,6
22.385,114.186,22.332,114.157,18:06:29,6
22.388,113.973,22.368,113.979,18:06:30,6
22.31,114.178,22.321,114.277,18:06:30,6
22.285,114.208,22.309,114.2,18:06:31,6
22.376,113.961,22.373,113.971,18:06:31,6
22.357,114.126,22.269,114.108,18:06:31,6
22.325,114.217,22.289,114.191,18:06:31,6
22.282,114.127,22.287,114.119,18:06:32,6
22.321,114.201,22.337,114.169,18:06:32,6
22.29,114.164,22.285,114.184,18:06:32,6
22.405,113.968,22.408,113.957,18:06:32,6
22.334,114.21,22.331,114.187,18:06:32,6
22.444,113.976,22.413,113.985,18:06:32,6
22.489,114.162,22.253,114.182,18:06:32,6
22.283,114.189,22.29,114.195,18:06:32,6
22.277,114.14,22.286,114.17,18:06:32,6
22.326,114.168,22.345,114.138,18:06:32,6
22.283,114.163,22.24,114.16,18:06:33,6
22.306,114.179,22.28,114.193,18:06:33,6
22.318,114.156,22.327,114.186,18:06:33,6
22.373,114.097,22.368,114.097,18:06:33,6
22.457,114.04,22.447,114.044,18:06:33,6
22.387,114.196,22.381,114.182,18:06:33,6
22.419,114.233,22.414,114.24,18:06:33,6
22.283,114.165,22.285,114.12,18:06:34,6
22.285,114.223,22.268,114.218,18:06:34,6
22.283,114.165,22.285,114.173,18:06:34,6
22.379,114.105,22.357,114.093,18:06:35,6
22.381,114.123,22.357,114.184,18:06:35,6
22.283,114.193,22.288,114.19,18:06:35,6
22.287,114.165,22.29,114.196,18:06:35,6
22.337,114.229,22.337,114.224,18:06:35,6
22.275,114.157,22.282,114.178,18:06:35,6
22.28,114.155,22.279,114.151,18:06:36,6
22.303,114.221,22.344,114.217,18:06:36,6
22.282,114.178,22.287,114.132,18:06:37,6
22.438,114.21,22.438,114.025,18:06:37,6
22.454,114.042,22.455,114.042,18:06:37,6
22.325,114.163,22.313,114.175,18:06:38,6
22.289,114.191,22.288,114.147,18:06:38,6
22.278,114.225,22.285,114.213,18:06:38,6
22.302,114.246,22.309,114.253,18:06:38,6
22.282,114.152,22.283,114.172,18:06:39,6
22.281,114.15,22.28,114.136,18:06:39,6
22.286,114.218,22.281,114.217,18:06:40,6
22.316,114.222,22.266,114.219,18:06:40,6
22.283,114.175,22.279,114.182,18:06:40,6
22.441,113.974,22.414,113.964,18:06:40,6
22.375,114.165,22.367,114.142,18:06:41,6
22.359,114.111,22.336,114.115,18:06:41,6
22.391,114.199,22.406,114.189,18:06:41,6
22.302,114.161,22.312,114.183,18:06:41,6
22.29,114.186,22.289,114.191,18:06:41,6
22.245,114.142,22.261,114.121,18:06:41,6
22.283,114.171,22.345,114.14,18:06:42,6
22.275,114.158,22.291,114.145,18:06:42,6
22.335,114.181,22.348,114.192,18:06:42,6
22.384,113.975,22.378,113.989,18:06:43,6
22.325,114.19,22.353,114.194,18:06:43,6
22.282,114.182,22.292,114.231,18:06:43,6
22.395,114.195,22.372,114.192,18:06:43,6
22.286,114.221,22.284,114.229,18:06:44,6
22.302,114.157,22.313,114.175,18:06:44,6
22.332,114.146,22.322,114.175,18:06:44,6
22.353,114.118,22.383,114.112,18:06:45,6
22.325,114.203,22.329,114.227,18:06:45,6
22.453,114.01,22.441,114.005,18:06:45,6
22.285,114.156,22.287,114.172,18:06:45,6
22.279,114.225,22.28,114.227,18:06:46,6
22.318,114.234,22.288,114.233,18:06:47,6
22.301,114.251,22.328,114.268,18:06:47,6
22.307,114.24,22.318,114.229,18:06:47,6
22.332,114.202,22.332,114.205,18:06:47,6
22.382,114.133,22.373,114.112,18:06:47,6
22.366,114.129,22.379,114.176,18:06:48,6
22.374,114.208,22.264,114.224,18:06:48,6
22.371,114.119,22.357,114.174,18:06:48,6
22.283,114.159,22.282,114.124,18:06:48,6
22.306,114.252,22.31,114.262,18:06:49,6
22.301,114.156,22.486,114.171,18:06:49,6
22.321,114.246,22.307,114.249,18:06:49,6
22.283,114.219,22.288,114.157,18:06:49,6
22.292,114.231,22.288,114.233,18:06:49,6
22.321,114.17,22.343,114.121,18:06:49,6
22.275,114.16,22.285,114.13,18:06:49,6
22.334,114.132,22.338,114.161,18:06:49,6
22.377,114.098,22.321,114.141,18:06:49,6
22.294,114.267,22.322,114.264,18:06:49,6
22.354,114.12,22.366,114.101,18:06:50,6
22.28,114.137,22.301,114.172,18:06:50,6
22.306,114.163,22.33,114.191,18:06:50,6
22.319,114.266,22.302,114.274,18:06:50,6
22.329,114.186,22.292,114.185,18:06:50,6
22.447,113.967,22.458,114.028,18:06:51,6
22.439,114.242,22.314,114.246,18:06:51,6
22.237,114.188,22.276,114.185,18:06:51,6
22.311,114.244,22.313,114.244,18:06:51,6
22.324,114.215,22.331,114.169,18:06:51,6
22.365,114.116,22.359,114.094,18:06:51,6
22.281,114.158,22.282,114.167,18:06:52,6
22.368,114.125,22.381,114.133,18:06:52,6
22.437,114.024,22.453,114.027,18:06:52,6
22.412,113.979,22.395,114.226,18:06:53,6
22.286,114.223,22.29,114.233,18:06:53,6
22.298,114.213,22.283,114.189,18:06:54,6
22.227,114.225,22.268,114.232,18:06:54,6
22.328,114.237,22.327,114.22,18:06:54,6
22.284,114.155,22.28,114.133,18:06:54,6
22.309,114.165,22.308,114.154,18:06:54,6
22.318,114.16,22.321,114.162,18:06:55,6
22.276,114.137,22.282,114.169,18:06:55,6
22.286,114.123,22.499,114.138,18:06:55,6
22.241,113.975,22.269,114.185,18:06:55,6
22.317,114.121,22.328,114.143,18:06:55,6
22.284,114.145,22.287,114.105,18:06:55,6
22.325,114.169,22.294,114.16,18:06:55,6
22.278,114.146,22.284,114.143,18:06:56,6
22.282,114.188,22.382,114.211,18:06:56,6
22.281,114.184,22.291,114.173,18:06:56,6
22.399,114.226,22.378,114.228,18:06:57,6
22.286,114.226,22.285,114.223,18:06:57,6
22.311,114.198,22.308,114.188,18:06:57,6
22.499,113.974,22.492,113.981,18:06:57,6
22.385,114.227,22.409,114.224,18:06:57,6
22.354,114.113,22.316,114.138,18:06:57,6
22.288,114.158,22.282,114.166,18:06:58,6
22.313,114.189,22.29,114.199,18:06:58,6
22.408,114.241,22.282,114.235,18:06:58,6
22.37,114.123,22.372,114.117,18:06:58,6
22.278,114.184,22.29,114.166,18:06:59,6
22.286,114.231,22.288,114.219,18:06:59,6
22.43,114.155,22.443,114.158,18:06:59,6
22.416,114.217,22.418,114.223,18:07:00,7
22.237,114.163,22.228,114.178,18:07:00,7
22.325,114.157,22.331,114.143,18:07:00,7
22.317,114.233,22.323,114.23,18:07:00,7
22.28,114.196,22.288,114.194,18:07:00,7
22.28,114.176,22.295,114.192,18:07:01,7
22.281,114.168,22.276,114.178,18:07:01,7
22.383,113.969,22.381,113.965,18:07:01,7
22.363,114.119,22.331,114.102,18:07:02,7
22.328,114.157,22.332,114.148,18:07:02,7
22.36,114.111,22.376,114.112,18:07:03,7
22.246,114.167,22.262,114.194,18:07:03,7
22.28,114.158,22.287,114.13,18:07:04,7
22.306,114.192,22.303,114.208,18:07:04,7
22.312,114.259,22.322,114.267,18:07:04,7
22.399,113.99,22.401,113.976,18:07:05,7
22.253,114.173,22.233,114.201,18:07:05,7
22.389,113.953,22.369,113.957,18:07:05,7
22.249,114.221,22.243,114.228,18:07:05,7
22.332,114.177,22.336,114.181,18:07:05,7
22.244,114.179,22.239,114.165,18:07:06,7
22.307,114.13,22.5,114.137,18:07:06,7
22.317,114.16,22.342,114.151,18:07:06,7
22.388,114.2,22.272,114.208,18:07:06,7
22.281,114.175,22.28,114.175,18:07:06,7
22.369,114.133,22.378,114.118,18:07:06,7
22.286,114.189,22.289,114.165,18:07:07,7
22.34,114.23,22.321,114.225,18:07:08,7
22.289,114.17,22.287,114.177,18:07:08,7
22.282,114.222,22.305,114.166,18:07:08,7
22.318,114.19,22.317,114.195,18:07:08,7
22.282,114.198,22.289,114.185,18:07:09,7
22.453,114.045,22.448,114.049,18:07:10,7
22.322,114.19,22.332,114.159,18:07:11,7
22.283,114.219,22.287,114.238,18:07:11,7
22.331,114.118,22.345,114.115,18:07:12,7
22.332,114.144,22.355,114.17,18:07:12,7
22.426,114.125,22.359,114.002,18:07:13,7
22.38,114.101,22.365,114.097,18:07:13,7
22.469,114.028,22.401,114.017,18:07:13,7
22.365,114.112,22.38,114.117,18:07:13,7
22.467,114.111,22.489,114.092,18:07:13,7
22.278,114.114,22.284,114.153,18:07:14,7
22.288,114.183,22.291,114.14,18:07:14,7
22.331,114.166,22.325,114.151,18:07:15,7
22.515,113.94,22.5,113.948,18:07:15,7
22.305,114.253,22.334,114.263,18:07:15,7
22.379,114.124,22.37,114.142,18:07:16,7
22.392,114.236,22.413,114.23,18:07:17,7
22.311,114.191,22.281,114.184,18:07:17,7
22.379,114.193,22.383,114.182,18:07:18,7
22.319,114.24,22.306,114.232,18:07:18,7
22.333,114.19,22.347,114.181,18:07:19,7
22.314,114.19,22.319,114.182,18:07:19,7
22.328,114.175,22.327,114.185,18:07:19,7
22.379,113.953,22.382,113.948,18:07:19,7
22.277,114.169,22.277,114.139,18:07:20,7
22.316,114.241,22.329,114.231,18:07:21,7
22.324,114.186,22.348,114.181,18:07:21,7
22.282,114.236,22.283,114.231,18:07:21,7
22.373,114.1,22.371,114.11,18:07:21,7
22.28,114.152,22.285,114.148,18:07:21,7
22.465,113.955,22.46,113.992,18:07:23,7
22.288,114.178,22.309,114.16,18:07:23,7
22.282,114.154,22.275,114.142,18:07:23,7
22.423,113.987,22.4,113.994,18:07:24,7
22.287,114.197,22.281,114.192,18:07:24,7
22.45,114.021,22.44,114.011,18:07:24,7
22.48,114.003,22.406,113.992,18:07:25,7
22.363,114.141,22.339,114.157,18:07:25,7
22.285,114.185,22.285,114.186,18:07:25,7
22.386,114.122,22.385,114.132,18:07:25,7
22.467,114.01,22.416,113.991,18:07:26,7
22.275,114.111,22.287,114.124,18:07:26,7
22.389,114.192,22.379,114.175,18:07:26,7
22.329,114.12,22.337,114.113,18:07:26,7
22.325,114.156,22.349,114.151,18:07:27,7
22.341,114.236,22.327,114.198,18:07:27,7
22.298,114.249,22.312,114.183,18:07:27,7
22.307,114.168,22.314,114.166,18:07:27,7
22.278,114.221,22.289,114.218,18:07:28,7
22.478,113.949,22.42,113.962,18:07:28,7
22.283,114.114,22.283,114.12,18:07:28,7
22.445,114.031,22.447,114.045,18:07:28,7
22.288,114.203,22.283,114.227,18:07:29,7
22.429,114.053,22.436,114.055,18:07:29,7
22.281,114.161,22.282,114.173,18:07:29,7
22.397,113.981,22.372,113.993,18:07:29,7
22.307,114.172,22.327,114.186,18:07:30,7
22.281,114.157,22.282,114.14,18:07:30,7
22.285,114.13,22.285,114.177,18:07:30,7
22.278,114.175,22.302,114.164,18:07:31,7
22.281,114.168,22.28,114.119,18:07:31,7
22.288,114.171,22.322,114.196,18:07:31,7
22.303,114.255,22.316,114.214,18:07:31,7
22.427,114.221,22.324,114.218,18:07:31,7
22.411,113.941,22.371,113.962,18:07:32,7
22.323,114.187,22.339,114.157,18:07:33,7
22.374,114.121,22.357,114.14,18:07:33,7
22.443,114.232,22.432,114.231,18:07:33,7
22.299,114.173,22.308,114.169,18:07:34,7
22.322,114.241,22.283,114.227,18:07:35,7
22.328,114.19,22.29,114.179,18:07:35,7
22.282,114.237,22.287,114.229,18:07:35,7
22.358,114.115,22.364,114.133,18:07:36,7
22.434,114.208,22.335,114.189,18:07:37,7
22.381,114.197,22.293,114.168,18:07:37,7
22.455,114.021,22.438,114.009,18:07:38,7
22.284,114.221,22.291,114.215,18:07:38,7
22.284,114.126,22.284,114.141,18:07:38,7
22.302,114.15,22.301,114.158,18:07:38,7
22.364,114.126,22.371,114.129,18:07:38,7
22.316,114.215,22.256,114.227,18:07:38,7
22.281,114.148,22.283,114.114,18:07:38,7
22.33,114.194,22.323,114.241,18:07:38,7
22.315,114.174,22.306,114.2,18:07:38,7
22.31,114.257,22.314,114.259,18:07:39,7
22.336,114.191,22.323,114.195,18:07:39,7
22.445,114.025,22.46,114.024,18:07:39,7
22.449,114.001,22.436,114.037,18:07:39,7
22.282,114.185,22.28,114.168,18:07:39,7
22.339,114.174,22.326,114.172,18:07:40,7
22.3,114.217,22.311,114.233,18:07:41,7
22.338,114.19,22.327,114.157,18:07:41,7
22.257,114.115,22.28,114.164,18:07:41,7
22.275,114.196,22.28,114.176,18:07:41,7
22.332,114.215,22.336,114.157,18:07:42,7
22.284,114.161,22.268,114.166,18:07:42,7
22.309,114.215,22.305,114.214,18:07:43,7
22.436,114.167,22.303,114.174,18:07:43,7
22.417,113.971,22.369,113.982,18:07:43,7
22.365,114.118,22.37,114.129,18:07:43,7
22.408,114.043,22.438,114.04,18:07:43,7
22.279,114.16,22.312,114.149,18:07:43,7
22.396,113.984,22.378,113.96,18:07:43,7
22.328,114.162,22.305,114.152,18:07:43,7
22.32,114.191,22.341,114.186,18:07:44,7
22.446,114.222,22.436,114.221,18:07:44,7
22.272,114.222,22.27,114.22,18:07:44,7
22.328,114.179,22.345,114.185,18:07:44,7
22.288,114.189,22.287,114.168,18:07:44,7
22.318,114.217,22.316,114.192,18:07:45,7
22.328,114.125,22.34,114.126,18:07:45,7
22.283,114.109,22.272,114.132,18:07:46,7
22.39,114.119,22.373,114.131,18:07:46,7
22.387,114.206,22.373,114.191,18:07:48,7
22.491,113.958,22.502,113.971,18:07:50,7
22.469,114.036,22.436,114.006,18:07:50,7
22.307,114.169,22.301,114.168,18:07:50,7
22.246,114.17,22.251,114.187,18:07:51,7
22.382,114.115,22.374,114.183,18:07:52,7
22.375,114.111,22.375,114.109,18:07:52,7
22.328,114.256,22.322,114.17,18:07:52,7
22.257,114.109,22.267,114.123,18:07:53,7
22.478,114.02,22.447,113.993,18:07:53,7
22.461,114.041,22.453,114.041,18:07:53,7
22.285,114.229,22.282,114.227,18:07:54,7
22.286,114.141,22.289,114.136,18:07:54,7
22.322,114.226,22.354,114.198,18:07:54,7
22.275,114.013,22.243,114.019,18:07:55,7
22.284,114.222,22.291,114.205,18:07:56,7
22.454,114.023,22.464,114.036,18:07:56,7
22.369,114.126,22.366,114.103,18:07:57,7
22.315,114.238,22.304,114.233,18:07:57,7
22.409,113.977,22.406,113.974,18:07:57,7
22.285,114.18,22.291,114.184,18:07:58,7
22.275,114.114,22.335,114.096,18:07:58,7
22.429,114.213,22.406,113.966,18:07:58,7
22.278,114.15,22.306,114.161,18:07:59,7
22.41,113.957,22.401,113.957,18:07:59,7
22.296,114.165,22.318,114.19,18:07:59,7
22.281,114.121,22.289,114.155,18:07:59,7
22.284,114.131,22.285,114.113,18:07:59,7
22.439,114.178,22.352,114.15,18:07:59,7
22.288,114.188,22.315,114.187,18:08:00,8
22.323,114.168,22.347,114.159,18:08:01,8
22.299,114.225,22.302,114.223,18:08:01,8
22.308,114.168,22.278,114.231,18:08:02,8
22.451,113.981,22.373,113.977,18:08:03,8
22.338,114.205,22.323,114.206,18:08:03,8
22.28,114.217,22.284,114.129,18:08:03,8
22.36,114.111,22.374,114.108,18:08:03,8
22.314,114.227,22.336,114.225,18:08:03,8
22.304,114.155,22.317,114.161,18:08:04,8
22.286,114.222,22.286,114.19,18:08:04,8
22.282,114.176,22.286,114.156,18:08:04,8
22.397,114.011,22.445,114.014,18:08:04,8
22.343,114.182,22.339,114.157,18:08:04,8
22.313,114.176,22.31,114.17,18:08:05,8
22.45,113.996,22.444,113.998,18:08:05,8
22.281,114.174,22.28,114.121,18:08:05,8
22.504,114.149,22.513,114.135,18:08:05,8
22.386,114.142,22.383,114.19,18:08:05,8
22.404,113.981,22.373,113.978,18:08:06,8
22.412,113.955,22.405,113.942,18:08:06,8
22.311,114.151,22.307,114.141,18:08:07,8
22.284,114.242,22.286,114.23,18:08:07,8
22.318,114.217,22.323,114.205,18:08:08,8
22.28,114.204,22.275,114.134,18:08:08,8
22.283,114.183,22.278,114.17,18:08:09,8
22.238,114.216,22.254,114.237,18:08:09,8
22.316,114.158,22.307,114.142,18:08:09,8
22.247,114.194,22.258,114.185,18:08:09,8
22.421,114.158,22.273,114.175,18:08:09,8
22.228,114.154,22.242,114.11,18:08:09,8
22.443,114.033,22.452,114.036,18:08:10,8
22.285,114.181,22.293,114.188,18:08:10,8
22.308,114.206,22.332,114.206,18:08:11,8
22.329,114.16,22.333,114.174,18:08:11,8
22.38,114.1,22.351,114.18,18:08:11,8
22.283,114.195,22.279,114.164,18:08:11,8
22.281,114.196,22.303,114.2,18:08:13,8
22.379,114.192,22.282,114.188,18:08:13,8
22.366,114.122,22.376,114.098,18:08:13,8
22.327,114.153,22.377,114.108,18:08:13,8
22.441,113.982,22.379,113.982,18:08:15,8
22.412,114.171,22.339,114.187,18:08:16,8
22.316,114.149,22.32,114.167,18:08:16,8
22.276,114.153,22.286,114.155,18:08:17,8
22.286,114.145,22.278,114.162,18:08:18,8
22.442,114.018,22.44,114.014,18:08:18,8
22.364,114.127,22.338,114.107,18:08:19,8
22.308,114.171,22.286,114.161,18:08:20,8
22.318,114.2,22.33,114.229,18:08:21,8
22.399,113.984,22.381,113.963,18:08:21,8
22.439,114.034,22.434,114.033,18:08:21,8
22.378,114.122,22.358,114.116,18:08:21,8
22.289,114.187,22.309,114.181,18:08:22,8
22.508,114.114,22.496,114.126,18:08:22,8
22.283,114.149,22.288,114.166,18:08:22,8
22.414,113.93,22.394,113.954,18:08:22,8
22.337,114.155,22.316,114.143,18:08:22,8
22.379,114.117,22.376,114.117,18:08:23,8
22.47,114.001,22.397,113.968,18:08:23,8
22.306,114.158,22.312,114.174,18:08:24,8
22.333,114.193,22.314,114.192,18:08:24,8
22.373,114.13,22.355,114.136,18:08:24,8
22.314,114.236,22.303,114.227,18:08:25,8
22.356,114.135,22.368,114.182,18:08:26,8
22.454,114.014,22.449,114.02,18:08:26,8
22.282,114.214,22.287,114.222,18:08:26,8
22.375,114.116,22.363,114.105,18:08:26,8
22.369,114.14,22.285,114.122,18:08:26,8
22.386,114.131,22.392,114.135,18:08:27,8
22.335,114.184,22.333,114.19,18:08:27,8
22.286,114.173,22.278,114.195,18:08:27,8
22.459,114.012,22.423,114.018,18:08:28,8
22.331,114.182,22.335,114.189,18:08:28,8
22.33,114.185,22.351,114.177,18:08:29,8
22.28,114.131,22.293,114.137,18:08:29,8
22.489,114.149,22.478,114.173,18:08:30,8
22.281,114.19,22.289,114.181,18:08:30,8
22.383,114.19,22.379,114.187,18:08:30,8
22.295,114.16,22.312,114.153,18:08:30,8
22.29,114.149,22.306,114.151,18:08:30,8
22.447,114.04,22.433,114.049,18:08:30,8
22.281,114.15,22.285,114.147,18:08:31,8
22.342,114.184,22.31,114.183,18:08:32,8
22.322,114.156,22.32,114.164,18:08:32,8
22.332,114.144,22.332,114.113,18:08:33,8
22.278,114.151,22.245,114.162,18:08:33,8
22.342,114.115,22.345,114.102,18:08:33,8
22.299,114.165,22.307,114.163,18:08:33,8
22.255,113.96,22.455,113.985,18:08:34,8
22.284,114.149,22.285,114.151,18:08:34,8
22.237,114.161,22.24,114.174,18:08:35,8
22.322,114.193,22.327,114.189,18:08:35,8
22.309,114.218,22.334,114.218,18:08:37,8
22.332,114.232,22.338,114.218,18:08:37,8
22.33,114.191,22.352,114.201,18:08:37,8
22.284,114.182,22.286,114.153,18:08:37,8
22.253,114.173,22.292,114.178,18:08:37,8
22.279,114.224,22.281,114.223,18:08:38,8
22.383,114.185,22.385,114.182,18:08:39,8
22.313,114.262,22.326,114.255,18:08:39,8
22.247,114.174,22.275,114.16,18:08:40,8
22.389,114.193,22.386,114.201,18:08:40,8
22.275,114.143,22.278,114.117,18:08:41,8
22.289,114.188,22.287,114.19,18:08:42,8
22.278,113.997,22.274,113.979,18:08:43,8
22.301,114.144,22.307,114.156,18:08:43,8
22.431,114.222,22.432,114.031,18:08:44,8
22.33,114.208,22.308,114.197,18:08:44,8
22.467,114.014,22.453,114.014,18:08:44,8
22.29,114.194,22.29,114.19,18:08:45,8
22.241,114.223,22.219,114.177,18:08:46,8
22.277,114.124,22.254,114.1,18:08:46,8
22.439,113.966,22.266,113.971,18:08:47,8
22.441,114.231,22.446,114.036,18:08:47,8
22.259,114.151,22.243,114.145,18:08:48,8
22.327,114.191,22.356,114.191,18:08:48,8
22.325,114.182,22.464,114.2,18:08:49,8
22.287,114.239,22.291,114.209,18:08:49,8
22.285,114.211,22.281,114.217,18:08:49,8
22.476,113.994,22.384,113.983,18:08:50,8
22.348,114.125,22.368,114.176,18:08:50,8
22.33,114.163,22.332,114.137,18:08:51,8
22.313,114.24,22.307,114.234,18:08:51,8
22.381,114.109,22.352,114.115,18:08:51,8
22.287,114.234,22.283,114.225,18:08:52,8
22.337,114.194,22.332,114.159,18:08:52,8
22.267,114.141,22.272,114.18,18:08:53,8
22.413,113.955,22.397,113.95,18:08:54,8
22.373,114.233,22.401,114.231,18:08:54,8
22.282,114.224,22.287,114.161,18:08:54,8
22.331,114.144,22.33,114.125,18:08:54,8
22.323,114.217,22.341,114.212,18:08:54,8
22.329,114.182,22.284,114.171,18:08:54,8
22.467,114.05,22.447,114.049,18:08:55,8
22.38,114.24,22.396,114.217,18:08:56,8
22.391,114.196,22.385,114.2,18:08:56,8
22.39,113.929,22.387,113.935,18:08:57,8
22.441,114.169,22.446,114.179,18:08:58,8
22.279,114.142,22.288,114.111,18:08:58,8
22.369,114.164,22.266,114.172,18:08:58,8
22.307,114.262,22.331,114.265,18:08:58,8
22.283,114.171,22.285,114.146,18:08:59,8
22.297,114.168,22.292,114.174,18:08:59,8
22.25,114.152,22.244,114.15,18:08:59,8
22.309,114.139,22.332,114.162,18:08:59,8
22.457,114.017,22.395,114.017,18:08:59,8
22.358,114.134,22.329,114.134,18:08:59,8
22.31,114.196,22.318,114.201,18:09:00,9
22.355,114.105,22.37,114.138,18:09:00,9
22.308,114.184,22.303,114.176,18:09:00,9
22.332,114.155,22.311,114.16,18:09:00,9
22.276,114.17,22.276,114.142,18:09:00,9
22.363,114.125,22.362,114.137,18:09:01,9
22.286,114.232,22.296,114.22,18:09:01,9
22.325,114.139,22.286,114.144,18:09:02,9
22.316,114.161,22.339,114.186,18:09:02,9
22.281,114.108,22.281,114.093,18:09:02,9
22.311,114.178,22.318,114.188,18:09:03,9
22.246,114.154,22.282,114.188,18:09:03,9
22.391,114.108,22.368,114.114,18:09:04,9
22.361,114.18,22.287,114.191,18:09:04,9
22.434,114.219,22.436,114.228,18:09:05,9
22.308,114.219,22.324,114.23,18:09:05,9
22.286,114.224,22.282,114.207,18:09:05,9
22.361,114.117,22.365,114.11,18:09:05,9
22.297,114.15,22.296,114.165,18:09:05,9
22.376,114.006,22.437,114.189,18:09:05,9
22.447,113.983,22.381,113.987,18:09:05,9
22.281,114.214,22.284,114.146,18:09:06,9
22.404,114,22.418,113.996,18:09:06,9
22.286,114.154,22.252,114.147,18:09:06,9
22.386,114.221,22.267,114.219,18:09:08,9
22.337,114.175,22.288,114.157,18:09:08,9
22.499,113.978,22.484,114.01,18:09:08,9
22.277,114.145,22.291,114.16,18:09:08,9
22.281,114.218,22.279,114.172,18:09:10,9
22.28,114.207,22.276,114.198,18:09:10,9
22.424,114.027,22.448,114.026,18:09:10,9
22.285,114.12,22.294,114.11,18:09:10,9
22.485,114.159,22.276,114.136,18:09:10,9
22.298,114.153,22.332,114.142,18:09:10,9
22.311,114.232,22.299,114.196,18:09:11,9
22.458,113.987,22.444,113.979,18:09:12,9
22.361,114.108,22.367,114.106,18:09:12,9
22.319,114.146,22.328,114.159,18:09:12,9
22.299,114.196,22.3,114.205,18:09:13,9
22.249,114.115,22.265,114.111,18:09:13,9
22.37,114.105,22.377,114.1,18:09:13,9
22.333,114.215,22.296,114.221,18:09:13,9
22.288,114.235,22.288,114.22,18:09:14,9
22.483,114.167,22.474,114.181,18:09:15,9
22.305,114.136,22.341,114.156,18:09:16,9
22.432,113.987,22.438,114.013,18:09:16,9
22.285,114.231,22.284,114.199,18:09:17,9
22.385,114.221,22.325,114.215,18:09:18,9
22.322,114.157,22.323,114.157,18:09:18,9
22.282,114.194,22.278,114.208,18:09:18,9
22.279,114.231,22.284,114.217,18:09:18,9
22.28,114.119,22.496,114.103,18:09:18,9
22.361,114.123,22.363,114.108,18:09:19,9
22.301,114.164,22.325,114.164,18:09:20,9
22.337,114.173,22.348,114.145,18:09:20,9
22.332,114.219,22.346,114.22,18:09:21,9
22.312,114.167,22.309,114.206,18:09:21,9
22.315,114.145,22.338,114.14,18:09:21,9
22.274,114.15,22.288,114.136,18:09:21,9
22.382,114.195,22.376,114.147,18:09:22,9
22.369,113.952,22.364,114.106,18:09:23,9
22.351,114.125,22.336,114.132,18:09:23,9
22.296,114.164,22.302,114.15,18:09:23,9
22.351,114.128,22.332,114.11,18:09:24,9
22.384,114.132,22.361,114.192,18:09:24,9
22.318,114.191,22.302,114.18,18:09:24,9
22.364,114.12,22.367,114.135,18:09:25,9
22.305,114.23,22.345,114.223,18:09:25,9
22.444,114.023,22.457,114.025,18:09:25,9
22.307,114.221,22.342,114.189,18:09:25,9
22.366,114.134,22.368,114.128,18:09:26,9
22.303,114.226,22.301,114.231,18:09:26,9
22.426,113.992,22.453,114.017,18:09:26,9
22.334,114.175,22.327,114.182,18:09:26,9
22.325,114.187,22.339,114.19,18:09:27,9
22.411,114.225,22.401,114.22,18:09:27,9
22.363,114.116,22.388,114.095,18:09:28,9
22.303,114.229,22.295,114.231,18:09:28,9
22.388,113.983,22.416,113.952,18:09:28,9
22.243,114.166,22.286,114.169,18:09:29,9
22.38,114.105,22.359,114.11,18:09:29,9
22.376,113.934,22.369,113.955,18:09:29,9
22.307,114.213,22.335,114.201,18:09:31,9
22.301,114.151,22.29,114.151,18:09:31,9
22.418,114.161,22.378,114.168,18:09:31,9
22.44,114.027,22.441,114.039,18:09:32,9
22.266,114.225,22.277,114.232,18:09:32,9
22.332,114.228,22.32,114.219,18:09:33,9
22.278,114.192,22.286,114.2,18:09:33,9
22.319,114.204,22.29,114.204,18:09:34,9
22.416,113.963,22.373,113.962,18:09:34,9
22.36,114.173,22.325,114.156,18:09:35,9
22.278,114.221,22.289,114.229,18:09:35,9
22.331,114.171,22.328,114.175,18:09:35,9
22.28,114.168,22.282,114.193,18:09:36,9
